"x","y","cells","B02M","B03M","B04M","B08M","B02J","B03J","B04J","B08J","B02N","B03N","B04N","B08N","B02JA","B03JA","B04JA","B08JA","B05M","B06M","B07M","B11M","B12M","B8AM","B05J","B06J","B07J","B11J","B12J","B8AJ","B05N","B06N","B07N","B11N","B12N","B8AN","B05JA","B06JA","B07JA","B11JA","B12JA","B8AJA","class"
642839.56068349,6661988.83027309,534,628,895,1174,2581,274,660,218,4922,295,242,223,574,1427,1174,1059,2340,1586.3125,2095.4375,2261.0625,3016.0625,1941.9375,2642.6875,1170.0625,3878.8125,4504.625,1774.125,838.3125,4749.625,449.75,812.5625,932.5,383,222.625,1000.8125,1197.5,1665.25,1812.4375,459.75,333.8125,1940.5,7
643149.56068349,6661998.83027309,463,643,829,1135,2375,439,687,571,3361,296,296,352,695,1403,951,809,1079,1363.75,1794.3125,2026.9375,2835.9375,1924.8125,2360.125,1212.3125,2682.8125,2959.25,2304.4375,1319.125,3333,514.4375,735.3125,776.25,458.75,317.4375,889.5,895.9375,1091.25,1104.5,433.0625,279.75,1160.9375,7
643489.56068349,6661998.83027309,497,506,660,956,1979,429,632,496,3319,450,362,533,1323,618,576,618,1493,1216.1875,1469.5625,1679.9375,2996.0625,1977.375,1980.3125,1046.5,2321.75,2715.8125,2335.625,1282.9375,3081.875,777.125,1138.875,1282.625,1223.6875,739.375,1621.75,778.875,1010.375,1212.125,1145.75,772.625,1438,7
643199.56068349,6662008.83027309,366,525,770,969,2613,491,673,669,3113,330,328,344,730,946,741,523,999,1415.5625,1912.3125,2151.4375,3029.5,2012.375,2468.875,1239.125,2593.375,2898.6875,2329.25,1326.1875,3300.5625,603.1875,944.125,956.4375,596.5,390,1017.75,744.5,956.25,1028.875,441.75,309.8125,1027.875,7
643379.56068349,6662008.83027309,384,429,668,822,2261,383,580,534,3239,512,488,674,1254,1374,1351,1485,2717,1156.875,1686.3125,1851.875,2424.375,1590.3125,2125.6875,1083.75,2445.75,2746.875,1826.1875,983.375,3138.625,759.375,1137.375,1182.625,933.0625,610.3125,1307.1875,1462.125,1875.4375,1890,989.5625,653.6875,1975.6875,7
643409.56068349,6662008.83027309,387,689,912,1241,2528,505,742,692,3843,574,539,748,1365,957,905,1074,1834,1630.3125,2099.1875,2333,3263.8125,2267.5625,2687.625,1338.375,3182.4375,3638.0625,2156.75,1237.25,3964.9375,966,1207.3125,1346.3125,1300.375,900.5625,1625.5625,1491.9375,1718.125,1831.3125,1281.875,913,2144.25,7
643179.56068349,6662018.83027309,262,541,747,1002,2303,439,647,573,3227,493,568,704,1702,1404,1105,1076,1745,1417.5,1844.5,2051.9375,3059.25,2029.625,2348.875,1235.25,2487.25,2843.5625,2380.625,1374.9375,3185.125,891.875,1201.1875,1360.125,846.3125,587.125,1516.75,1162.375,1377.875,1489.0625,679.125,465.4375,1533.4375,7
643459.56068349,6662018.83027309,290,590,755,1079,2095,568,793,801,3042,472,412,556,1256,652,548,672,1401,1331.1875,1640.3125,1842,3271.375,2190.3125,2204.3125,1301.875,2627.1875,2851.625,2571.1875,1496.1875,3267.875,820.9375,996.125,1136.0625,1157.75,735.5625,1408.875,874.5625,1001.0625,1111.3125,1167.1875,748,1383.75,7
643129.56068349,6662038.83027309,53,266,484,488,2072,312,475,351,2639,431,423,475,2083,675,755,681,2886,1017.625,1550,1754.4375,2043.625,1292.875,2082.6875,963.4375,2289.125,2559.875,1936.75,1076.375,2849.1875,890.3125,1555.6875,1724.9375,971.75,559.25,1990.6875,1508.1875,2122.8125,2291.625,1031.6875,614,2558.25,7
643229.56068349,6662038.83027309,63,616,802,1032,2128,501,666,727,2785,497,555,716,1301,747,641,712,1340,1405.25,1800.6875,2015.75,3064.875,2055.1875,2359.3125,1277.875,2358.8125,2695.5625,2355.0625,1414.625,3080.25,938.375,1244.8125,1363.25,1078.0625,737.625,1516.0625,950.0625,1191,1210.5625,898.6875,621.75,1398.25,7
